Call_ID,Arrival_Time,Service_Start_Time,Service_End_Time,Waiting_Time,Service_Duration,Agent_ID,Queue_Length_On_Arrival
631,2899,2908,2910.63,9,2.63,7,0
632,2909,2910,2919.78,1,9.78,5,0
633,2912,2912,2961.45,0,49.45,7,0
634,2917,2920,2937.29,3,17.29,1,1
635,2919,2920,2940.78,1,20.78,5,0
636,2924,2924,2925.63,0,1.63,4,0
637,2927,2927,3013.39,0,86.39,4,0
638,2930,2934,2950.38,4,16.38,3,0
639,2936,2938,2983.89,2,45.89,1,2
640,2937,2941,2947.31,4,6.31,5,3
641,2938,2943,2949.7,5,6.7,6,2
642,2939,2948,2971.77,9,23.77,5,2
643,2940,2950,2958.95,10,8.95,6,1
644,2945,2951,2981.3,6,30.3,3,0
645,2952,2959,3030.14,7,71.14,6,0
646,2964,2964,3021.07,0,57.07,2,0
647,2970,2970,3001.82,0,31.82,7,0
648,2971,2971,2980.47,0,9.47,8,0
649,2972,2972,2991.16,0,19.16,5,0
650,2973,2973,3013.11,0,40.11,9,0
651,2984,2984,2987.58,0,3.58,1,0
652,2985,2985,3004.37,0,19.37,3,0
653,2993,2993,2993.28,0,0.28,1,0
654,3003,3003,3003.08,0,0.08,1,0
655,3011,3011,3040.86,0,29.86,1,0
656,3027,3027,3035.23,0,8.23,2,0
657,3036,3036,3057.28,0,21.28,2,0
658,3037,3037,3222.91,0,185.91,3,0
659,3038,3038,3058.44,0,20.44,4,0
660,3046,3046,3081.13,0,35.13,1,0
661,3047,3047,3066.85,0,19.85,5,0
662,3050,3050,3104.28,0,54.28,6,0
663,3057,3057,3121.46,0,64.46,7,0
664,3065,3065,3109.22,0,44.22,2,0
665,3066,3066,3100.25,0,34.25,4,0
666,3073,3073,3091.71,0,18.71,5,0
667,3074,3074,3074.13,0,0.13,8,0
668,3080,3080,3080.37,0,0.37,8,0
669,3081,3081,3103.42,0,22.42,8,0
670,3082,3082,3125.48,0,43.48,1,0
671,3083,3083,3162.38,0,79.38,9,0
672,3085,3092,3097.26,7,5.26,5,2
673,3087,3098,3127.17,11,29.17,5,1
674,3092,3101,3145.23,9,44.23,4,1
675,3101,3104,3105.11,3,1.11,8,0
676,3107,3107,3109.31,0,2.31,6,0
677,3111,3111,3116.09,0,5.09,2,0
678,3115,3115,3117.81,0,2.81,6,0
679,3116,3116,3142.86,0,26.86,8,0
680,3117,3117,3121.5,0,4.5,2,0
681,3142,3142,3146.36,0,4.36,1,0
682,3151,3151,3164.5,0,13.5,1,0
683,3152,3152,3231.04,0,79.04,2,0
684,3157,3157,3206.71,0,49.71,4,0
685,3159,3159,3196.59,0,37.59,5,0
686,3161,3161,3163.6,0,2.6,6,0
687,3162,3162,3171.44,0,9.44,7,0
688,3163,3163,3220.94,0,57.94,8,0
689,3166,3166,3174.78,0,8.78,1,0
690,3167,3167,3184.34,0,17.34,6,0
691,3170,3170,3231.93,0,61.93,9,0
692,3171,3172,3187.94,1,15.94,7,0
693,3179,3179,3245.52,0,66.52,1,0
694,3181,3185,3216.46,4,31.46,6,0
695,3188,3188,3223.44,0,35.44,7,0
696,3189,3197,3210.06,8,13.06,5,0
697,3200,3207,3232.83,7,25.83,4,2
698,3202,3211,3221.43,9,10.43,5,2
699,3206,3217,3322.95,11,105.95,6,2
700,3211,3221,3284.64,10,63.64,8,3
701,3212,3222,3245.49,10,23.49,5,2
702,3218,3223,3228.89,5,5.89,3,1
703,3221,3224,3239.3,3,15.3,7,0
704,3228,3229,3241.05,1,12.05,3,0
705,3230,3232,3236.12,2,4.12,2,0
706,3235,3235,3320.52,0,85.52,4,0
707,3237,3237,3244.38,0,7.38,2,0
708,3241,3241,3288.33,0,47.33,7,0
709,3243,3243,3276.05,0,33.05,3,0
710,3249,3249,3266.24,0,17.24,1,0
711,3253,3253,3300.31,0,47.31,2,0
712,3279,3279,3300.26,0,21.26,1,0
713,3280,3280,3317.72,0,37.72,3,0
714,3287,3287,3323.13,0,36.13,5,0
715,3288,3288,3309.72,0,21.72,8,0
716,3297,3297,3322.37,0,25.37,7,0
717,3301,3301,3356.6,0,55.6,1,0
718,3322,3322,3406.71,0,84.71,2,0
719,3332,3332,3347.49,0,15.49,3,0
720,3346,3346,3365.71,0,19.71,4,0
721,3357,3357,3379.08,0,22.08,1,0
722,3370,3370,3384.29,0,14.29,3,0
723,3371,3371,3385.62,0,14.62,4,0
724,3372,3372,3379.93,0,7.93,5,0
725,3374,3374,3413.76,0,39.76,6,0
726,3376,3376,3399.97,0,23.97,7,0
727,3377,3377,3392.36,0,15.36,8,0
728,3380,3380,3464.48,0,84.48,1,0
729,3386,3386,3407.57,0,21.57,3,0
730,3390,3390,3398.23,0,8.23,4,0
731,3391,3391,3432.39,0,41.39,5,0
732,3396,3396,3460.27,0,64.27,8,0
733,3397,3397,3402.63,0,5.63,9,0
734,3408,3408,3423.62,0,15.62,2,0
735,3411,3411,3446.53,0,35.53,3,0
736,3416,3416,3419.29,0,3.29,4,0
737,3427,3427,3443.54,0,16.54,2,0
738,3429,3429,3479.67,0,50.67,4,0
739,3445,3445,3464.35,0,19.35,2,0
740,3463,3463,3487.62,0,24.62,3,0
741,3478,3478,3615.37,0,137.37,1,0
742,3490,3490,3500.38,0,10.38,2,0
743,3515,3515,3580.56,0,65.56,2,0
744,3517,3517,3549.49,0,32.49,3,0
745,3524,3524,3615.35,0,91.35,4,0
746,3529,3529,3546.12,0,17.12,5,0
747,3530,3530,3688.68,0,158.68,6,0
748,3537,3537,3560.14,0,23.14,7,0
749,3541,3541,3552.19,0,11.19,8,0
750,3542,3542,3564.11,0,22.11,9,0
751,3549,3549,3551.24,0,2.24,5,0
752,3552,3552,3586.56,0,34.56,3,0
753,3554,3554,3557.88,0,3.88,5,0
754,3557,3557,3579.5,0,22.5,8,0
755,3559,3559,3590.65,0,31.65,5,0
756,3560,3561,3566.32,1,5.32,7,0
757,3582,3582,3588.21,0,6.21,2,0
758,3584,3584,3604.83,0,20.83,7,0
759,3586,3586,3598.24,0,12.24,8,0
760,3591,3591,3696.5,0,105.5,2,0
